Chapter_Number,Chapter_English,Hadith_number,English_Hadith,English_Grade
8.0,Prayers (Salat),491,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
8.0,Prayers (Salat),492,Narrated Ibn `Abbas: The narrated Hadith is about the various places on the way from Medina to Mecca where the Prophet (ﷺ) prayed and is not translated.,Sahih-Authentic
8.0,Prayers (Salat),493,Narrated Ibn `Abbas: Once I came riding a she-ass when I had just attained the age of puberty. Allah's Messenger (ﷺ) was offeringthe prayer at Mina with no wall in front of him and I passed in front of some of the row. There Idismounted and let my she-ass loose to graze and entered the row and nobody objected to me about it.,Sahih-Authentic
8.0,Prayers (Salat),494,"Narrated Ibn `Umar: Whenever Allah's Messenger (ﷺ) came out on `Id day, he used to order that a Harba [??] (a short spear) to beplanted in front of him (as a Sutra for his prayer) and then he used to pray facing it with the peoplebehind him and used to do the same while on a journey. After the Prophet (ﷺ) , this practice was adoptedby the Muslim rulers (who followed his traditions).",Sahih-Authentic
8.0,Prayers (Salat),495,"Narrated `Aun bin Abi Juhaifa: I heard my father saying, ""The Prophet (ﷺ) led us, and prayed a two-rak`at Zuhr prayer and then a tworak`at `Asr prayer at Al-Batha' [??] with a short spear (planted) in front of him (as a Sutra) whilewomen and donkeys were passing in front of him (beyond that stick).",Sahih-Authentic
8.0,Prayers (Salat),496,Narrated Sahl (bin Sa`d): The distance between the Musalla of Allah's Messenger (ﷺ) and the wall was just sufficient for a sheep topass through .,Sahih-Authentic
8.0,Prayers (Salat),497,Narrated Salama: The distance between the wall of the mosque and the pulpit was hardly enough for a sheep to passthrough.,Sahih-Authentic
8.0,Prayers (Salat),498,Narrated `Abdullah: The Prophet (ﷺ) used to get a Harba planted in front of him (as a Sutra) and pray behind it.,Sahih-Authentic
8.0,Prayers (Salat),499,"Narrated `Aun bin Abi Juhaifa: that he had heard his father saying, ""Allah's Messenger (ﷺ) came to us at midday and water was brought forhis ablution. He performed ablution and led us in Zuhr and `Asr prayers with a short stpear (or stick)planted in front of him (as a Sutra), while women and donkeys were passing beyond it.""",Sahih-Authentic
8.0,Prayers (Salat),500,"Narrated Anas Ibn Malik: Whenever the Prophet (ﷺ) went for answering the call of nature, I and another boy used to go after himwith a staff, a stick or a short spear (or stick) and a tumbler of water and when he finished fromanswering the call of nature we would hand that tumbler of water to him.",Sahih-Authentic
8.0,Prayers (Salat),501,Narrated Abu Juhaifa: Allah's Messenger (ﷺ) came out at midday and offered a two-rak`at Zuhr and `Asr prayers at Al-Batha and ashort spear (or stick) was planted in front of him (as a Sutra). He performed ablution and the peopletook the remaining water left after his ablution and rubbed their bodies with it.,Sahih-Authentic
8.0,Prayers (Salat),502,"Narrated Yazid bin Al `Ubaid: I used to accompany Salama bin Al-Akwa` and he used to pray behind the pillar which was near theplace where the Qur'ans were kept. I said, ""O Abu Muslim! I see you always seeking to pray behindthis pillar."" He replied, ""I saw Allah's Messenger (ﷺ) always seeking to pray near that pillar.""",Sahih-Authentic
8.0,Prayers (Salat),503,Narrated Anas: I saw the most famous people amongst the companions of the Prophet (ﷺ) hurrying towards the pillars atthe Maghrib prayer before the Prophet (ﷺ) came for the prayer.,Sahih-Authentic
8.0,Prayers (Salat),504,"Narrated Ibn `Umar: The Prophet (ﷺ) entered the Ka`ba along with Usama bin Zaid, `Uthman bin Talha and Bilal and remainedthere for a long time. When they came out, I was the first man to enter the Ka`ba. I asked Bilal""Where did the Prophet (ﷺ) pray?"" Bilal replied, ""Between the two front Pillars.""",Sahih-Authentic
8.0,Prayers (Salat),505,"Narrated Nafi`: `Abdullah bin `Umar said, ""Allah's Messenger (ﷺ) entered the Ka`ba along with Usama bin Zaid, Bilal and`Uthman bin Talha Al-Hajabi and closed the door and stayed there for some time. I asked Bilal whenhe came out, 'What did the Prophet (ﷺ) do?' He replied, 'He offered prayer with one pillar to his left andone to his right and three behind.' In those days the Ka`ba was supported by six pillars."" Malik said:""There were two pillars on his (the Prophet's) right side.""",Sahih-Authentic
8.0,Prayers (Salat),506,"Narrated Nafi': Whenever 'Abdullah entered the Ka'bah, he used to go ahead leaving the door of the Ka'bah behind him. He would proceed on till the remaining distance between him and the opposite wall about three cubits. Then he would off prayer there where the Prophet (ﷺ) had offered Salat, as Bilal informed me. Ibn 'Umar said, ""It does not matter for any of us to offer prayers at any place inside the Ka'bah.""",Sahih-Authentic
8.0,Prayers (Salat),507,"Narrated Nafi`: ""The Prophet (ﷺ) used to make his she-camel sit across and he would pray facing it (as a Sutra)."" I asked,""What would the Prophet (ﷺ) do if the she-camel was provoked and moved?"" He said, ""He would take itscamel-saddle and put it in front of him and pray facing its back part (as a Sutra). And Ibn `Umar usedto do the same."" (This indicates that one should not pray except behind a Sutra).",Sahih-Authentic
8.0,Prayers (Salat),508,"Narrated `Aisha: Do you make us (women) equal to dogs and donkeys? While I used to lie in my bed, the Prophet (ﷺ)would come and pray facing the middle of the bed. I used to consider it not good to stand in front ofhim in his prayers. So I used to slip away slowly and quietly from the foot of the bed till I got out ofmy guilt.",Sahih-Authentic
8.0,Prayers (Salat),509,"Narrated Abu Sa`id: The Prophet (ﷺ) said, (what is ascribed to him in the following Hadith): Narrated Abu Salih As-Samman:I saw Abu Sa`id Al-Khudri praying on a Friday, behind something which acted as a Sutra. A youngman from Bani Abi Mu'ait [??] , wanted to pass in front of him, but Abu Sa`id repulsed him with apush on his chest. Finding no alternative he again tried to pass but Abu Sa`id pushed him with agreater force. The young man abused Abu Sa`id and went to Marwan and lodged a complaint againstAbu Sa`id and Abu Sa`id followed the young man to Marwan who asked him, ""O Abu Sa`id! Whathas happened between you and the son of your brother?"" Abu Sa`id said to him, ""I heard the Prophet (ﷺ)saying, 'If anybody amongst you is praying behind something as a Sutra and somebody tries to pass infront of him, then he should repulse him and if he refuses, he should use force against him for he is aShaitan (a Satan).' """,Sahih-Authentic
8.0,Prayers (Salat),510,"Narrated Busr bin Sa`id: that Zaid bin Khalid sent him to Abi Juhaim to ask him what he had heard from Allah's Messenger (ﷺ) abouta person passing in front of another person who was praying. Abu Juhaim replied, ""Allah's Messenger (ﷺ)said, 'If the person who passes in front of another person in prayer knew the magnitude of his sin hewould prefer to wait for 40 (days, months or years) rather than to pass in front of him."" Abu An-Nadrsaid, ""I do not remember exactly whether he said 40 days, months or years.""",Sahih-Authentic
8.0,Prayers (Salat),511,"Narrated `Aisha: The things which annul the prayers were mentioned before me. They said, ""Prayer is annulled by adog, a donkey and a woman (if they pass in front of the praying people)."" I said, ""You have made us(i.e. women) dogs. I saw the Prophet (ﷺ) praying while I used to lie in my bed between him and the Qibla.Whenever I was in need of something, I would slip away. for I disliked to face him.""",Sahih-Authentic
8.0,Prayers (Salat),512,"Narrated `Aisha: The Prophet (ﷺ) used to pray while I was sleeping across in his bed in front of him. Whenever he wantedto pray witr, he would wake me up and I would pray witr.",Sahih-Authentic
8.0,Prayers (Salat),513,"Narrated `Aisha: the wife of the Prophet, ""I used to sleep in front of Allah's Messenger (ﷺ) with my legs opposite his Qibla(facing him); and whenever he prostrated, he pushed my feet and I withdrew them and whenever hestood, I stretched them."" `Aisha added, ""In those days there were no lamps in the houses.""",Sahih-Authentic
8.0,Prayers (Salat),514,"Narrated `Aisha: The things which annul prayer were mentioned before me (and those were): a dog, a donkey and awoman. I said, ""You have compared us (women) to donkeys and dogs. By Allah! I saw the Prophet (ﷺ)praying while I used to lie in (my) bed between him and the Qibla. Whenever I was in need ofsomething, I disliked to sit and trouble the Prophet. So, I would slip away by the side of his feet.""",Sahih-Authentic
8.0,Prayers (Salat),515,Narrated `Aisha: (the wife of the Prophet) Allah's Messenger (ﷺ) used to get up at night and pray while I used to lie acrossbetween him and the Qibla on his family's bed.,Sahih-Authentic
8.0,Prayers (Salat),516,"Narrated Abu Qatada Al-Ansari: Allah's Messenger (ﷺ) was praying and he was carrying Umama the daughters of Zainab, the daughter ofAllah's Messenger (ﷺ) and she was the daughter of 'As bin Rabi`a bin `Abd Shams. When he prostrated, heput her down and when he stood, he carried her (on his neck).",Sahih-Authentic
8.0,Prayers (Salat),517,Narrated Maimuna bint Al-Harith: My bed was beside the praying place (Musalla) of the Prophet (ﷺ) and sometimes his garment fell on mewhile I used to lie in my bed.,Sahih-Authentic
8.0,Prayers (Salat),518,Narrated Maimuna: The Prophet (ﷺ) used to pray while I used to sleep beside him during my periods (menses) and inprostration his garment used to touch me.,Sahih-Authentic
8.0,Prayers (Salat),519,"Narrated `Aisha: It is not good that you people have made us (women) equal to dogs and donkeys. No doubt I sawAllah's Messenger (ﷺ) praying while I used to lie between him and the Qibla and when he wanted toprostrate, he pushed my legs and I withdrew them.",Sahih-Authentic
8.0,Prayers (Salat),520,"Narrated `Amr bin Maimun [??]: `Abdullah bin Mas`ud said, ""While Allah's Messenger (ﷺ) was praying beside the Ka`ba, there were someQuraish people sitting in a gathering. One of them said, 'Don't you see this (who does deeds just toshow off)? Who amongst you can go and bring the dung, blood and the Abdominal contents(intestines, etc.) of the slaughtered camels of the family of so and so and then wait till he prostratesand put that in between his shoulders?' The most unfortunate amongst them (`Uqba bin Abi Mu'ait)went (and brought them) and when Allah's Messenger (ﷺ) prostrated, he put them between his shoulders. TheProphet remained in prostration and they laughed so much so that they fell on each other. A passerbywent to Fatima, who was a young girl in those days. She came running and the Prophet (ﷺ) was still inprostration. She removed them and cursed upon the Quraish on their faces. When Allah's Messenger (ﷺ)completed his prayer, he said, 'O Allah! Take revenge on Quraish.' He said so thrice and added, 'OAllah! take revenge on `Amr bin Hisham, `Utba bin Rabi`a, Shaiba bin Rabi`a, Al-Walid bin `Utba,Umaiya bin Khalaf, `Uqba bin Abi Mu'ait and `Umar a bin Al-Walid."" `Abdullah added, ""By Allah! Isaw all of them dead in the battle field on the day of Badr and they were dragged and thrown in theQalib (a well) at Badr: Allah's Messenger (ﷺ) then said, 'Allah's curse has descended upon the people of theQalib (well).",Sahih-Authentic
